#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2015-05-13T18:48:34 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ55539b4ea33c	
#INFO	-out.max=unlimited	
#INFO	queryParameters=37	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_p
#-out.add=_x,_y
#-out.add=_RAJ,_DEJ
#-sort=_r
#-order=I
#-out.src=VII/213/groups,VII/213/dynamics,VII/213/galaxies,VII/213/morpho
#-nav=cat:VII/213&tab:{VII/213/groups}&tab:{VII/213/dynamics}&tab:{VII/213/galaxies}&tab:{VII/213/morpho}&key:source=VII/213/groups&key:source=VII/213/dynamics&key:source=VII/213/galaxies&key:source=VII/213/morpho&HTTPPRM:&&-ref=VIZ55539b4ea33c&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_p&-out.add=_x,_y&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=HCG&-joincol={VII/213/groups}.{HCG}&-out=Dyna&-out=Type&-out=MCount&-out=AngSize&-out=TotMag&-out=Emag&-out=Aname1&-out=Aname2&-out=Aname3&-out=Aname4&-out=n&-out=log(sV)&-out=log(V)&-out=log(R)&-out=log(Ho.tc)&-out=MType&-out=Names&-out=Comments&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=VII/213/groups,VII/213/dynamics,VII/213/galaxies,VII/213/morpho
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=VII/213/groups VII/213/dynamics VII/213/galaxies VII/213/morpho
#-order=I
#-out=HCG
#-joincol={VII/213/groups}.{HCG}
#-joincol=HCG
#-out=Dyna
#-out=Type
#-out=MCount
#-out=AngSize
#-out=TotMag
#-out=Emag
#-out=Aname1
#-out=Aname2
#-out=Aname3
#-out=Aname4
#-out=n
#-out=log(sV)
#-out=log(V)
#-out=log(R)
#-out=log(Ho.tc)
#-out=MType
#-out=Names
#-out=Comments
#

#RESOURCE=join
#Name: #Join
#Title:  Join tables VII/213/groups,VII/213/dynamics,VII/213/galaxies,VII/213/morpho
#
#Coosys	B1950:	eq_FK4 B1950
#Table	VII_213_groups_VII_213_dynamics_VII_213_galaxies_VII_213_morpho:
#Name: VII/213/groups,VII/213/dynamics,VII/213/galaxies,VII/213/morpho
#Title:
#Column	_RAJ2000{1}	(F7.3)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ2000{1}	(F7.3)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	HCG{1}	(I3)	[1/100]+ Number of the group in this catalog [NULL integer written as an empty string]	[ucd=meta.id;meta.main]
#Column	Dyna{1}	(A1)	[*] '*' when group has dynamical parameters	[ucd=meta.code]
#Column	Type{1}	(A2)	Group type	[ucd=src.class]
#Column	MCount{1}	(I2)	Member count [NULL integer written as an empty string]	[ucd=meta.number]
#Column	AngSize{1}	(F5.1)	Angular size	[ucd=phys.angSize;src]
#Column	TotMag{1}	(F5.1)	Total magnitude of group	[ucd=phot.mag;em.opt.B]
#Column	Emag{1}	(F5.1)	Brightest member magnitude	[ucd=phot.mag;em.opt.R]
#Column	Aname1{1}	(a6)	Alternate name 1	[ucd=meta.id]
#Column	Aname2{1}	(a6)	Alternate name 2	[ucd=meta.id]
#Column	Aname3{1}	(a6)	Alternate name 3	[ucd=meta.id]
#Column	Aname4{1}	(a6)	Alternate name 4	[ucd=meta.id]
#Column	n{2}	(I1)	Number of galaxies with accordant velocities [NULL integer written as an empty string]	[ucd=meta.number]
#Column	log(sV){2}	(F5.2)	Radial velocity dispersion	[ucd=phys.veloc.dispersion]
#Column	log(V){2}	(F5.2)	? Estimated instrinsic 3D velocity dispersion	[ucd=phys.veloc.dispersion]
#Column	log(R){2}	(F5.2)	Median projected separation	[ucd=pos.angDistance]
#Column	log(Ho.tc){2}	(F5.2)	Crossing time (expressed in 1/Ho units)	[ucd=time.crossing]
#Column	MType{3}	(a4)	Hubble Morphological type	[ucd=src.morph.type]
#Column	Names{3}	(a18)	Other names	[ucd=meta.id]
#Column	MType{4}	(a4)	Morphological type	[ucd=src.morph.type]
#Column	Comments{4}	(a69)	Comments	[ucd=meta.note]
_DEJ2000	_RAJ2000	HCG	Dyna	Type	MCount	AngSize	TotMag	Emag	Aname1	Aname2	Aname3	Aname4	n	log(sV)	log(V)	log(R)	log(Ho.tc)	MType	Names	MType	Comments
-13.6459	050.4758	 26	*	S2	 4	  1.9	 12.7	 13.3	      	      	      	      	7	 2.30	 2.52	 1.50	-1.92	Scd 	                  	E0  	Tail-like features-weak radio (I)
-13.6459	050.4758	 26	*	S2	 4	  1.9	 12.7	 13.3	      	      	      	      	7	 2.30	 2.52	 1.50	-1.92	Scd 	                  	Scd 	Asym. morpho weak radio-IR (I)
-13.6459	050.4758	 26	*	S2	 4	  1.9	 12.7	 13.3	      	      	      	      	7	 2.30	 2.52	 1.50	-1.92	E0  	                  	Im  	Disturbed morpho (I)
-13.6459	050.4758	 26	*	S2	 4	  1.9	 12.7	 13.3	      	      	      	      	7	 2.30	 2.52	 1.50	-1.92	E0  	                  	cI  	Extension to the south-possibly IR (I)
-13.6459	050.4758	 26	*	S2	 4	  1.9	 12.7	 13.3	      	      	      	      	7	 2.30	 2.52	 1.50	-1.92	E0  	                  	E0  	Tail-like features-weak radio (I)
-13.6459	050.4758	 26	*	S2	 4	  1.9	 12.7	 13.3	      	      	      	      	7	 2.30	 2.52	 1.50	-1.92	E0  	                  	Scd 	Asym. morpho weak radio-IR (I)
-13.6459	050.4758	 26	*	S2	 4	  1.9	 12.7	 13.3	      	      	      	      	7	 2.30	 2.52	 1.50	-1.92	S0  	                  	Im  	Disturbed morpho (I)
-13.6459	050.4758	 26	*	S2	 4	  1.9	 12.7	 13.3	      	      	      	      	7	 2.30	 2.52	 1.50	-1.92	S0  	                  	cI  	Extension to the south-possibly IR (I)
-13.6459	050.4758	 26	*	S2	 4	  1.9	 12.7	 13.3	      	      	      	      	7	 2.30	 2.52	 1.50	-1.92	S0  	                  	E0  	Tail-like features-weak radio (I)
-13.6459	050.4758	 26	*	S2	 4	  1.9	 12.7	 13.3	      	      	      	      	7	 2.30	 2.52	 1.50	-1.92	S0  	                  	Scd 	Asym. morpho weak radio-IR (I)
-13.6459	050.4758	 26	*	S2	 4	  1.9	 12.7	 13.3	      	      	      	      	7	 2.30	 2.52	 1.50	-1.92	cI  	                  	Im  	Disturbed morpho (I)
-13.6459	050.4758	 26	*	S2	 4	  1.9	 12.7	 13.3	      	      	      	      	7	 2.30	 2.52	 1.50	-1.92	cI  	                  	cI  	Extension to the south-possibly IR (I)
-13.6459	050.4758	 26	*	S2	 4	  1.9	 12.7	 13.3	      	      	      	      	7	 2.30	 2.52	 1.50	-1.92	cI  	                  	E0  	Tail-like features-weak radio (I)
-13.6459	050.4758	 26	*	S2	 4	  1.9	 12.7	 13.3	      	      	      	      	7	 2.30	 2.52	 1.50	-1.92	cI  	                  	Scd 	Asym. morpho weak radio-IR (I)
-13.6459	050.4758	 26	*	S2	 4	  1.9	 12.7	 13.3	      	      	      	      	7	 2.30	 2.52	 1.50	-1.92	Im  	                  	Im  	Disturbed morpho (I)
-13.6459	050.4758	 26	*	S2	 4	  1.9	 12.7	 13.3	      	      	      	      	7	 2.30	 2.52	 1.50	-1.92	Im  	                  	cI  	Extension to the south-possibly IR (I)
-13.6459	050.4758	 26	*	S2	 4	  1.9	 12.7	 13.3	      	      	      	      	7	 2.30	 2.52	 1.50	-1.92	Im  	                  	E0  	Tail-like features-weak radio (I)
-13.6459	050.4758	 26	*	S2	 4	  1.9	 12.7	 13.3	      	      	      	      	7	 2.30	 2.52	 1.50	-1.92	Im  	                  	Scd 	Asym. morpho weak radio-IR (I)
-13.6459	050.4758	 26	*	S2	 4	  1.9	 12.7	 13.3	      	      	      	      	7	 2.30	 2.52	 1.50	-1.92	cI  	                  	Im  	Disturbed morpho (I)
-13.6459	050.4758	 26	*	S2	 4	  1.9	 12.7	 13.3	      	      	      	      	7	 2.30	 2.52	 1.50	-1.92	cI  	                  	cI  	Extension to the south-possibly IR (I)
-13.6459	050.4758	 26	*	S2	 4	  1.9	 12.7	 13.3	      	      	      	      	7	 2.30	 2.52	 1.50	-1.92	cI  	                  	E0  	Tail-like features-weak radio (I)
-13.6459	050.4758	 26	*	S2	 4	  1.9	 12.7	 13.3	      	      	      	      	7	 2.30	 2.52	 1.50	-1.92	cI  	                  	Scd 	Asym. morpho weak radio-IR (I)
-13.6459	050.4758	 26	*	S2	 4	  1.9	 12.7	 13.3	      	      	      	      	7	 2.30	 2.52	 1.50	-1.92	S0  	                  	Im  	Disturbed morpho (I)
-13.6459	050.4758	 26	*	S2	 4	  1.9	 12.7	 13.3	      	      	      	      	7	 2.30	 2.52	 1.50	-1.92	S0  	                  	cI  	Extension to the south-possibly IR (I)
-13.6459	050.4758	 26	*	S2	 4	  1.9	 12.7	 13.3	      	      	      	      	7	 2.30	 2.52	 1.50	-1.92	S0  	                  	E0  	Tail-like features-weak radio (I)
-13.6459	050.4758	 26	*	S2	 4	  1.9	 12.7	 13.3	      	      	      	      	7	 2.30	 2.52	 1.50	-1.92	S0  	                  	Scd 	Asym. morpho weak radio-IR (I)
-11.7098	064.8382	 27	*	S3	 5	  3.8	 14.0	 15.1	      	      	      	      	4	 2.09	 2.10	 2.03	-0.97	Sb  	                  	S0  	Radio
-11.7098	064.8382	 27	*	S3	 5	  3.8	 14.0	 15.1	      	      	      	      	4	 2.09	 2.10	 2.03	-0.97	SBc 	                  	S0  	Radio
-11.7098	064.8382	 27	*	S3	 5	  3.8	 14.0	 15.1	      	      	      	      	4	 2.09	 2.10	 2.03	-0.97	Sa  	                  	S0  	Radio
-11.7098	064.8382	 27	*	S3	 5	  3.8	 14.0	 15.1	      	      	      	      	4	 2.09	 2.10	 2.03	-0.97	S0a 	                  	S0  	Radio
-11.7098	064.8382	 27	*	S3	 5	  3.8	 14.0	 15.1	      	      	      	      	4	 2.09	 2.10	 2.03	-0.97	S0  	                  	S0  	Radio
-11.7098	064.8382	 27	*	S3	 5	  3.8	 14.0	 15.1	      	      	      	      	4	 2.09	 2.10	 2.03	-0.97	S0  	                  	S0  	Radio
-10.3166	066.8313	 28	*	S1	 4	  1.2	 13.2	 13.7	      	      	      	      	3	 1.93	     	 1.34	-1.70	Sb  	                  	S0  	Probably interacting with 28a (I)
-10.3166	066.8313	 28	*	S1	 4	  1.2	 13.2	 13.7	      	      	      	      	3	 1.93	     	 1.34	-1.70	Sb  	                  	Sb  	Extension toward 28e dust lane (I)
-10.3166	066.8313	 28	*	S1	 4	  1.2	 13.2	 13.7	      	      	      	      	3	 1.93	     	 1.34	-1.70	E5  	                  	S0  	Probably interacting with 28a (I)
-10.3166	066.8313	 28	*	S1	 4	  1.2	 13.2	 13.7	      	      	      	      	3	 1.93	     	 1.34	-1.70	E5  	                  	Sb  	Extension toward 28e dust lane (I)
-10.3166	066.8313	 28	*	S1	 4	  1.2	 13.2	 13.7	      	      	      	      	3	 1.93	     	 1.34	-1.70	S0  	                  	S0  	Probably interacting with 28a (I)
-10.3166	066.8313	 28	*	S1	 4	  1.2	 13.2	 13.7	      	      	      	      	3	 1.93	     	 1.34	-1.70	S0  	                  	Sb  	Extension toward 28e dust lane (I)
-10.3166	066.8313	 28	*	S1	 4	  1.2	 13.2	 13.7	      	      	      	      	3	 1.93	     	 1.34	-1.70	Sdm 	                  	S0  	Probably interacting with 28a (I)
-10.3166	066.8313	 28	*	S1	 4	  1.2	 13.2	 13.7	      	      	      	      	3	 1.93	     	 1.34	-1.70	Sdm 	                  	Sb  	Extension toward 28e dust lane (I)
 -2.8324	069.1192	 30	*	S3	 4	  4.5	 11.6	 12.4	      	      	      	      	4	 1.86	 2.04	 1.71	-1.22	SB- 	                  	S0  	Boxy isophotes
 -2.8324	069.1192	 30	*	S3	 4	  4.5	 11.6	 12.4	      	      	      	      	4	 1.86	 2.04	 1.71	-1.22	SB- 	                  	SBbc	Peculiar morpho (I)
 -2.8324	069.1192	 30	*	S3	 4	  4.5	 11.6	 12.4	      	      	      	      	4	 1.86	 2.04	 1.71	-1.22	SB- 	                  	Sa  	Dust lane
 -2.8324	069.1192	 30	*	S3	 4	  4.5	 11.6	 12.4	      	      	      	      	4	 1.86	 2.04	 1.71	-1.22	Sa  	                  	S0  	Boxy isophotes
 -2.8324	069.1192	 30	*	S3	 4	  4.5	 11.6	 12.4	      	      	      	      	4	 1.86	 2.04	 1.71	-1.22	Sa  	                  	SBbc	Peculiar morpho (I)
 -2.8324	069.1192	 30	*	S3	 4	  4.5	 11.6	 12.4	      	      	      	      	4	 1.86	 2.04	 1.71	-1.22	Sa  	                  	Sa  	Dust lane
 -2.8324	069.1192	 30	*	S3	 4	  4.5	 11.6	 12.4	      	      	      	      	4	 1.86	 2.04	 1.71	-1.22	SBbc	                  	S0  	Boxy isophotes
 -2.8324	069.1192	 30	*	S3	 4	  4.5	 11.6	 12.4	      	      	      	      	4	 1.86	 2.04	 1.71	-1.22	SBbc	                  	SBbc	Peculiar morpho (I)
 -2.8324	069.1192	 30	*	S3	 4	  4.5	 11.6	 12.4	      	      	      	      	4	 1.86	 2.04	 1.71	-1.22	SBbc	                  	Sa  	Dust lane
 -2.8324	069.1192	 30	*	S3	 4	  4.5	 11.6	 12.4	      	      	      	      	4	 1.86	 2.04	 1.71	-1.22	S0  	                  	S0  	Boxy isophotes
 -2.8324	069.1192	 30	*	S3	 4	  4.5	 11.6	 12.4	      	      	      	      	4	 1.86	 2.04	 1.71	-1.22	S0  	                  	SBbc	Peculiar morpho (I)
 -2.8324	069.1192	 30	*	S3	 4	  4.5	 11.6	 12.4	      	      	      	      	4	 1.86	 2.04	 1.71	-1.22	S0  	                  	Sa  	Dust lane
 -4.2567	075.4037	 31	*	S2	 4	  0.9	 13.5	 14.3	      	      	      	      	3	 1.75	 1.82	 0.91	-1.80	Sdm 	N1741             	Im  	Peculiar morpho and r.c.-IR (I,M)
 -4.2567	075.4037	 31	*	S2	 4	  0.9	 13.5	 14.3	      	      	      	      	3	 1.75	 1.82	 0.91	-1.80	Sdm 	N1741             	Sm  	Peculiar morpho and r.c.-WR-possibly IR (I)
 -4.2567	075.4037	 31	*	S2	 4	  0.9	 13.5	 14.3	      	      	      	      	3	 1.75	 1.82	 0.91	-1.80	Sdm 	N1741             	Sdm 	Sinusoidal r.c.-disturbed morpho-WR-possibly IR (I,M)
 -4.2567	075.4037	 31	*	S2	 4	  0.9	 13.5	 14.3	      	      	      	      	3	 1.75	 1.82	 0.91	-1.80	Sm  	                  	Im  	Peculiar morpho and r.c.-IR (I,M)
 -4.2567	075.4037	 31	*	S2	 4	  0.9	 13.5	 14.3	      	      	      	      	3	 1.75	 1.82	 0.91	-1.80	Sm  	                  	Sm  	Peculiar morpho and r.c.-WR-possibly IR (I)
 -4.2567	075.4037	 31	*	S2	 4	  0.9	 13.5	 14.3	      	      	      	      	3	 1.75	 1.82	 0.91	-1.80	Sm  	                  	Sdm 	Sinusoidal r.c.-disturbed morpho-WR-possibly IR (I,M)
 -4.2567	075.4037	 31	*	S2	 4	  0.9	 13.5	 14.3	      	      	      	      	3	 1.75	 1.82	 0.91	-1.80	Im  	Mk1089            	Im  	Peculiar morpho and r.c.-IR (I,M)
 -4.2567	075.4037	 31	*	S2	 4	  0.9	 13.5	 14.3	      	      	      	      	3	 1.75	 1.82	 0.91	-1.80	Im  	Mk1089            	Sm  	Peculiar morpho and r.c.-WR-possibly IR (I)
 -4.2567	075.4037	 31	*	S2	 4	  0.9	 13.5	 14.3	      	      	      	      	3	 1.75	 1.82	 0.91	-1.80	Im  	Mk1089            	Sdm 	Sinusoidal r.c.-disturbed morpho-WR-possibly IR (I,M)
 -4.2567	075.4037	 31	*	S2	 4	  0.9	 13.5	 14.3	      	      	      	      	3	 1.75	 1.82	 0.91	-1.80	Sbc 	                  	Im  	Peculiar morpho and r.c.-IR (I,M)
 -4.2567	075.4037	 31	*	S2	 4	  0.9	 13.5	 14.3	      	      	      	      	3	 1.75	 1.82	 0.91	-1.80	Sbc 	                  	Sm  	Peculiar morpho and r.c.-WR-possibly IR (I)
 -4.2567	075.4037	 31	*	S2	 4	  0.9	 13.5	 14.3	      	      	      	      	3	 1.75	 1.82	 0.91	-1.80	Sbc 	                  	Sdm 	Sinusoidal r.c.-disturbed morpho-WR-possibly IR (I,M)
+18.0346	077.6997	 33	*	E3	 4	  2.1	 12.4	 13.5	      	      	      	      	4	 2.19	 2.42	 1.39	-1.92	E1  	                  	Sd  	In common envelope with a and b-radio-IR (I)
+18.0346	077.6997	 33	*	E3	 4	  2.1	 12.4	 13.5	      	      	      	      	4	 2.19	 2.42	 1.39	-1.92	E1  	                  	E4  	Distorted outer isophote emission (I)
+18.0346	077.6997	 33	*	E3	 4	  2.1	 12.4	 13.5	      	      	      	      	4	 2.19	 2.42	 1.39	-1.92	E1  	                  	E1  	Distorted outer isophote emission-radio (I)
+18.0346	077.6997	 33	*	E3	 4	  2.1	 12.4	 13.5	      	      	      	      	4	 2.19	 2.42	 1.39	-1.92	E4  	                  	Sd  	In common envelope with a and b-radio-IR (I)
+18.0346	077.6997	 33	*	E3	 4	  2.1	 12.4	 13.5	      	      	      	      	4	 2.19	 2.42	 1.39	-1.92	E4  	                  	E4  	Distorted outer isophote emission (I)
+18.0346	077.6997	 33	*	E3	 4	  2.1	 12.4	 13.5	      	      	      	      	4	 2.19	 2.42	 1.39	-1.92	E4  	                  	E1  	Distorted outer isophote emission-radio (I)
+18.0346	077.6997	 33	*	E3	 4	  2.1	 12.4	 13.5	      	      	      	      	4	 2.19	 2.42	 1.39	-1.92	Sd  	                  	Sd  	In common envelope with a and b-radio-IR (I)
+18.0346	077.6997	 33	*	E3	 4	  2.1	 12.4	 13.5	      	      	      	      	4	 2.19	 2.42	 1.39	-1.92	Sd  	                  	E4  	Distorted outer isophote emission (I)
+18.0346	077.6997	 33	*	E3	 4	  2.1	 12.4	 13.5	      	      	      	      	4	 2.19	 2.42	 1.39	-1.92	Sd  	                  	E1  	Distorted outer isophote emission-radio (I)
+18.0346	077.6997	 33	*	E3	 4	  2.1	 12.4	 13.5	      	      	      	      	4	 2.19	 2.42	 1.39	-1.92	E0  	                  	Sd  	In common envelope with a and b-radio-IR (I)
+18.0346	077.6997	 33	*	E3	 4	  2.1	 12.4	 13.5	      	      	      	      	4	 2.19	 2.42	 1.39	-1.92	E0  	                  	E4  	Distorted outer isophote emission (I)
+18.0346	077.6997	 33	*	E3	 4	  2.1	 12.4	 13.5	      	      	      	      	4	 2.19	 2.42	 1.39	-1.92	E0  	                  	E1  	Distorted outer isophote emission-radio (I)
 +6.6770	080.4476	 34	*	E1	 4	  1.2	 12.7	 13.1	      	      	      	      	4	 2.50	 2.74	 1.19	-2.44	E2  	N1875             	SBd 	Weak radio-irregular vel. pattern-possibly IR (n
 +6.6770	080.4476	 34	*	E1	 4	  1.2	 12.7	 13.1	      	      	      	      	4	 2.50	 2.74	 1.19	-2.44	E2  	N1875             	Sd  	Tail-like feature-radio-IR (I)
 +6.6770	080.4476	 34	*	E1	 4	  1.2	 12.7	 13.1	      	      	      	      	4	 2.50	 2.74	 1.19	-2.44	E2  	N1875             	E2  	[N II], H_alpha emission-two emission peaks-radio (I)
 +6.6770	080.4476	 34	*	E1	 4	  1.2	 12.7	 13.1	      	      	      	      	4	 2.50	 2.74	 1.19	-2.44	Sd  	                  	SBd 	Weak radio-irregular vel. pattern-possibly IR (n
 +6.6770	080.4476	 34	*	E1	 4	  1.2	 12.7	 13.1	      	      	      	      	4	 2.50	 2.74	 1.19	-2.44	Sd  	                  	Sd  	Tail-like feature-radio-IR (I)
 +6.6770	080.4476	 34	*	E1	 4	  1.2	 12.7	 13.1	      	      	      	      	4	 2.50	 2.74	 1.19	-2.44	Sd  	                  	E2  	[N II], H_alpha emission-two emission peaks-radio (I)
 +6.6770	080.4476	 34	*	E1	 4	  1.2	 12.7	 13.1	      	      	      	      	4	 2.50	 2.74	 1.19	-2.44	SBd 	                  	SBd 	Weak radio-irregular vel. pattern-possibly IR (n
 +6.6770	080.4476	 34	*	E1	 4	  1.2	 12.7	 13.1	      	      	      	      	4	 2.50	 2.74	 1.19	-2.44	SBd 	                  	Sd  	Tail-like feature-radio-IR (I)
 +6.6770	080.4476	 34	*	E1	 4	  1.2	 12.7	 13.1	      	      	      	      	4	 2.50	 2.74	 1.19	-2.44	SBd 	                  	E2  	[N II], H_alpha emission-two emission peaks-radio (I)
 +6.6770	080.4476	 34	*	E1	 4	  1.2	 12.7	 13.1	      	      	      	      	4	 2.50	 2.74	 1.19	-2.44	S0  	                  	SBd 	Weak radio-irregular vel. pattern-possibly IR (n
 +6.6770	080.4476	 34	*	E1	 4	  1.2	 12.7	 13.1	      	      	      	      	4	 2.50	 2.74	 1.19	-2.44	S0  	                  	Sd  	Tail-like feature-radio-IR (I)
 +6.6770	080.4476	 34	*	E1	 4	  1.2	 12.7	 13.1	      	      	      	      	4	 2.50	 2.74	 1.19	-2.44	S0  	                  	E2  	[N II], H_alpha emission-two emission peaks-radio (I)
+44.5216	131.3315	 35	*	S3	 6	  2.2	 12.4	 13.6	      	      	      	      	6	 2.50	 2.74	 1.65	-1.98	S0  	                  	S0  	Weak emission which extends beyond the nucleus
+44.5216	131.3315	 35	*	S3	 6	  2.2	 12.4	 13.6	      	      	      	      	6	 2.50	 2.74	 1.65	-1.98	E1  	                  	S0  	Weak emission which extends beyond the nucleus
+44.5216	131.3315	 35	*	S3	 6	  2.2	 12.4	 13.6	      	      	      	      	6	 2.50	 2.74	 1.65	-1.98	E1  	                  	S0  	Weak emission which extends beyond the nucleus
+44.5216	131.3315	 35	*	S3	 6	  2.2	 12.4	 13.6	      	      	      	      	6	 2.50	 2.74	 1.65	-1.98	Sb  	                  	S0  	Weak emission which extends beyond the nucleus
+44.5216	131.3315	 35	*	S3	 6	  2.2	 12.4	 13.6	      	      	      	      	6	 2.50	 2.74	 1.65	-1.98	S0  	                  	S0  	Weak emission which extends beyond the nucleus
+44.5216	131.3315	 35	*	S3	 6	  2.2	 12.4	 13.6	      	      	      	      	6	 2.50	 2.74	 1.65	-1.98	E1  	                  	S0  	Weak emission which extends beyond the nucleus
+30.0142	138.3986	 37	*	E2	 5	  3.2	 11.5	 12.1	      	      	      	      	5	 2.60	 2.84	 1.46	-2.27	E7  	N2783 U4859       	E0  	Blue (I)
+30.0142	138.3986	 37	*	E2	 5	  3.2	 11.5	 12.1	      	      	      	      	5	 2.60	 2.84	 1.46	-2.27	E7  	N2783 U4859       	SBdm	Weak radio
+30.0142	138.3986	 37	*	E2	 5	  3.2	 11.5	 12.1	      	      	      	      	5	 2.60	 2.84	 1.46	-2.27	E7  	N2783 U4859       	S0a 	Contains ionized gas-in the envelope of 37a
+30.0142	138.3986	 37	*	E2	 5	  3.2	 11.5	 12.1	      	      	      	      	5	 2.60	 2.84	 1.46	-2.27	E7  	N2783 U4859       	Sbc 	Asym. vel. pattern-dust lane-radio IR (I)
+30.0142	138.3986	 37	*	E2	 5	  3.2	 11.5	 12.1	      	      	      	      	5	 2.60	 2.84	 1.46	-2.27	E7  	N2783 U4859       	E7  	Rapidly rotating disk of ionized gas-blue-radio (I)
+30.0142	138.3986	 37	*	E2	 5	  3.2	 11.5	 12.1	      	      	      	      	5	 2.60	 2.84	 1.46	-2.27	Sbc 	U4856             	E0  	Blue (I)
+30.0142	138.3986	 37	*	E2	 5	  3.2	 11.5	 12.1	      	      	      	      	5	 2.60	 2.84	 1.46	-2.27	Sbc 	U4856             	SBdm	Weak radio
+30.0142	138.3986	 37	*	E2	 5	  3.2	 11.5	 12.1	      	      	      	      	5	 2.60	 2.84	 1.46	-2.27	Sbc 	U4856             	S0a 	Contains ionized gas-in the envelope of 37a
+30.0142	138.3986	 37	*	E2	 5	  3.2	 11.5	 12.1	      	      	      	      	5	 2.60	 2.84	 1.46	-2.27	Sbc 	U4856             	Sbc 	Asym. vel. pattern-dust lane-radio IR (I)
+30.0142	138.3986	 37	*	E2	 5	  3.2	 11.5	 12.1	      	      	      	      	5	 2.60	 2.84	 1.46	-2.27	Sbc 	U4856             	E7  	Rapidly rotating disk of ionized gas-blue-radio (I)
+30.0142	138.3986	 37	*	E2	 5	  3.2	 11.5	 12.1	      	      	      	      	5	 2.60	 2.84	 1.46	-2.27	S0a 	                  	E0  	Blue (I)
+30.0142	138.3986	 37	*	E2	 5	  3.2	 11.5	 12.1	      	      	      	      	5	 2.60	 2.84	 1.46	-2.27	S0a 	                  	SBdm	Weak radio
+30.0142	138.3986	 37	*	E2	 5	  3.2	 11.5	 12.1	      	      	      	      	5	 2.60	 2.84	 1.46	-2.27	S0a 	                  	S0a 	Contains ionized gas-in the envelope of 37a
+30.0142	138.3986	 37	*	E2	 5	  3.2	 11.5	 12.1	      	      	      	      	5	 2.60	 2.84	 1.46	-2.27	S0a 	                  	Sbc 	Asym. vel. pattern-dust lane-radio IR (I)
+30.0142	138.3986	 37	*	E2	 5	  3.2	 11.5	 12.1	      	      	      	      	5	 2.60	 2.84	 1.46	-2.27	S0a 	                  	E7  	Rapidly rotating disk of ionized gas-blue-radio (I)
+30.0142	138.3986	 37	*	E2	 5	  3.2	 11.5	 12.1	      	      	      	      	5	 2.60	 2.84	 1.46	-2.27	SBdm	                  	E0  	Blue (I)
+30.0142	138.3986	 37	*	E2	 5	  3.2	 11.5	 12.1	      	      	      	      	5	 2.60	 2.84	 1.46	-2.27	SBdm	                  	SBdm	Weak radio
+30.0142	138.3986	 37	*	E2	 5	  3.2	 11.5	 12.1	      	      	      	      	5	 2.60	 2.84	 1.46	-2.27	SBdm	                  	S0a 	Contains ionized gas-in the envelope of 37a
+30.0142	138.3986	 37	*	E2	 5	  3.2	 11.5	 12.1	      	      	      	      	5	 2.60	 2.84	 1.46	-2.27	SBdm	                  	Sbc 	Asym. vel. pattern-dust lane-radio IR (I)
+30.0142	138.3986	 37	*	E2	 5	  3.2	 11.5	 12.1	      	      	      	      	5	 2.60	 2.84	 1.46	-2.27	SBdm	                  	E7  	Rapidly rotating disk of ionized gas-blue-radio (I)
+30.0142	138.3986	 37	*	E2	 5	  3.2	 11.5	 12.1	      	      	      	      	5	 2.60	 2.84	 1.46	-2.27	E0  	                  	E0  	Blue (I)
+30.0142	138.3986	 37	*	E2	 5	  3.2	 11.5	 12.1	      	      	      	      	5	 2.60	 2.84	 1.46	-2.27	E0  	                  	SBdm	Weak radio
+30.0142	138.3986	 37	*	E2	 5	  3.2	 11.5	 12.1	      	      	      	      	5	 2.60	 2.84	 1.46	-2.27	E0  	                  	S0a 	Contains ionized gas-in the envelope of 37a
+30.0142	138.3986	 37	*	E2	 5	  3.2	 11.5	 12.1	      	      	      	      	5	 2.60	 2.84	 1.46	-2.27	E0  	                  	Sbc 	Asym. vel. pattern-dust lane-radio IR (I)
+30.0142	138.3986	 37	*	E2	 5	  3.2	 11.5	 12.1	      	      	      	      	5	 2.60	 2.84	 1.46	-2.27	E0  	                  	E7  	Rapidly rotating disk of ionized gas-blue-radio (I)
+12.2808	141.9119	 38	*	S3	 4	  2.9	 12.5	 13.8	      	      	      	      	3	 1.11	     	 1.77	 0.88	Sbc 	                  	Im  	Strongly disturbed morpho-possibly IR (I,M)
