#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2014-07-24T13:47:02 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ53d0be517ba2	
#INFO	-out.max=unlimited	
#INFO	queryParameters=19	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-order=I
#-nav=cat:VII/220A&tab:{VII/220A/barnard}&tab:{VII/220A/notes}&key:source=VII/220A/barnard&key:source=VII/220A/notes&HTTPPRM:&&-ref=VIZ53d0be517ba2&-out.max=100&-out.form=ascii - 999'filled&-out.add=_r&-out.add=_RAJ,_DEJ&-order=I&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-out.src=VII/220A/barnard,VII/220A/notes&-out=Barn&-joincol={VII/220A/barnard}.{Barn}&-out=Diam&-out=_RA.icrs&-out=_DE.icrs&-out=Text&-meta=1u&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source= VII/220A/barnard VII/220A/notes
#-order=I
#-out.src=VII/220A/barnard,VII/220A/notes
#-out=Barn
#-joincol={VII/220A/barnard}.{Barn}
#-out=Diam
#-out=_RA.icrs
#-out=_DE.icrs
#-out=Text
#

#RESOURCE=join
#Name: #Join
#Title:  Join tables VII/220A/barnard,VII/220A/notes
#
#Coosys	B1875:	eq_FK4 B1875
#Table	VII_220A_barnard_VII_220A_notes:
#Name: VII/220A/barnard,VII/220A/notes
#Title:
#Column	_RAJ2000{1}	(F6.2)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ2000{1}	(F6.2)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	Barn{1}	(A4)	[ 0-9a]! Barnard number	[ucd=meta.id;meta.main]
#Column	Diam{1}	(F5.1)	? Diameter of the nebula	[ucd=phys.angSize]
#Column	_RA.icrs{1}	(A8)	Right ascension (ICRS) (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DE.icrs{1}	(A6)	Declination (ICRS) (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	Text{2}	(a74)	Text of note	[ucd=meta.note]
_DEJ2000	_RAJ2000	Barn	Diam	_RA.icrs	_DE.icrs	Text
-23.0337	261.2669	261 	 10.0	17 25 04.0	-23 02 01	13378 (magnitude 7.6), about 18' SE of the center
-22.6156	261.3861	262 	 30.0	17 25 32.7	-22 36 56	Large dark region; diam 1/2 degree; diffused except on N border. A
-22.6156	261.3861	262 	 30.0	17 25 32.7	-22 36 56	hooklike projection from the west side, with the star BD -22 4338
-22.6156	261.3861	262 	 30.0	17 25 32.7	-22 36 56	(magnitude 9.6) on west end of this hook.
-42.7802	261.7352	263 	 30.0	17 26 56.5	-42 46 49	Diam. 30' NE and SW
-25.5275	261.8033	264 	 10.0	17 27 12.8	-25 31 39	Narrow; black; 10' E and W; bends N at E end; 15' W of CD -25 12179
-25.5275	261.8033	264 	 10.0	17 27 12.8	-25 31 39	(magnitude 7.3)
-25.1929	261.9027	265 	 12.0	17 27 36.6	-25 11 35	Irregular; 18' N and S; 7' wide; diffused on E side; about 5' W of CD -25
-25.1929	261.9027	265 	 12.0	17 27 36.6	-25 11 35	12171 (magnitude 9.2)
-20.9411	262.0300	266 	 30.0	17 28 07.2	-20 56 28	Curved; 30' long NE and SW; BD -20 4775 (magnitude 7.8) just S of S edge
-25.2235	262.1325	267 	  4.0	17 28 31.8	-25 13 25	Small; very black; elongated NW and SE, 5'x3'; CD -25 12177 (magnitude
-25.2235	262.1325	267 	  4.0	17 28 31.8	-25 13 25	9.3) at NW end
-20.5144	262.8581	268 	 75.0	17 31 26.0	-20 30 52	Irregular dark area, 1 3/4 degree N and S; 50' wide
-22.7622	263.0562	269 	 60.0	17 32 13.5	-22 45 44	Dusky region, 1 degree long NW and SE; BD -22 4369 (magnitude 7.5) near SE
-22.7622	263.0562	269 	 60.0	17 32 13.5	-22 45 44	end
-19.5938	263.1792	270 	 11.0	17 32 43.0	-19 35 38	Round; diam. 11'; in NE part of B 268
-34.2571	263.5702	271 	120.0	17 34 16.9	-34 15 26	Dusky; curved; 2 degrees N and S; 10' plus or minus wide; CD -33 12241
-34.2571	263.5702	271 	120.0	17 34 16.9	-34 15 26	(magnitude 8.7) near N end
-23.4127	264.3998	272 	 45.0	17 37 36.0	-23 24 46	Region of irregular dark markings; diam. 45'; CD -23 13469 (magnitude 8.0)
-23.4127	264.3998	272 	 45.0	17 37 36.0	-23 24 46	near middle
-33.3443	264.6221	273 	 15.0	17 38 29.3	-33 20 40	Dark spot at N end of B 271; diam. 15'
-22.7280	264.5151	274 	 18.0	17 38 03.6	-22 43 41	Triangular; definite; 18' N and S; BD -22 4383 (magnitude 7.5) in N end
-32.3261	264.7465	275 	 13.0	17 38 59.2	-32 19 34	Round; diam. 13'; about 20' W of M 6
-19.8229	264.9125	276 	 45.0	17 39 39.0	-19 49 22	Broken region of dark markings; diam. 3/4 degree; BD -19 4677 (magnitude
-19.8229	264.9125	276 	 45.0	17 39 39.0	-19 49 22	8.3) in NW part
-23.0699	265.1871	277 	 18.0	17 40 44.9	-23 04 12	Narrow; 18' long E and W; BD -22 4387 (magnitude 8.3) at W end. A less
-23.0699	265.1871	277 	 18.0	17 40 44.9	-23 04 12	distinct branch running 30' plus or minus to the SE forms a large V, open
-23.0699	265.1871	277 	 18.0	17 40 44.9	-23 04 12	to the E
-32.3150	265.6638	278 	 15.0	17 42 39.3	-32 18 54	Round; diam. 15'; about 30' E of M 6
-22.5583	266.1387	279 	 60.0	17 44 33.3	-22 33 30	Irregular dark area; diam. 1 degree; BD -22 4405 (magnitude 7.3) near N
-22.5583	266.1387	279 	 60.0	17 44 33.3	-22 33 30	edge; BD -22 4411 (magnitude 8.7) in E part
-20.7236	266.2380	280 	 60.0	17 44 57.1	-20 43 25	Irregular dusky area; diam. 1 degree plus or minus
-23.7183	266.6972	281 	     	17 46 47.3	-23 43 06	Dark loop close E of CD -23 13548 (magnitude 8.1)
-23.4628	267.1521	282 	 18.0	17 48 36.5	-23 27 46	18' long NE and SW; sharp on NW side; CD -23 13589 (magnitude 8.0) near SE
-23.4628	267.1521	282 	 18.0	17 48 36.5	-23 27 46	end
-33.8724	267.8171	283 	 75.0	17 51 16.1	-33 52 21	Irregular, dusky area 1 1/2 degree plus or minus E and W, 1 degree N and S
-14.3741	267.5288	284 	 25.0	17 50 06.9	-14 22 27	Curved; 35' NE and SW, 5' wide; outline sharp except at SW end; BD -14
-14.3741	267.5288	284 	 25.0	17 50 06.9	-14 22 27	4780 (magnitude 8.0) about 5' NW of the center
-12.8697	267.8845	285 	 15.0	17 51 32.3	-12 52 11	Diffused; diam. 15'
-35.6171	268.2654	286 	 15.0	17 53 03.7	-35 37 02	Diffused; diam. 15' plus or minus; CD -35 12013 (magnitude 7.1) in SW part
-35.1962	268.6121	287 	 30.0	17 54 26.9	-35 11 46	Irregular, semi-vacancy; diam. 1/2 degree plus or minus; SE of M 7
-37.0884	269.2767	288 	  2.0	17 57 06.4	-37 05 18	Black; diam. 2'; diffuses toward NE; 25' SW of CD -36 12060 (magnitude
-37.0884	269.2767	288 	  2.0	17 57 06.4	-37 05 18	6.3)
-29.0224	269.1534	289 	 25.0	17 56 36.8	-29 01 20	Dark space between clouds, about 7'x35'
-37.1483	269.8364	290 	  3.0	17 59 20.7	-37 08 54	Very small; diam. 3' plus or minus; extends N faintly for 25' to and
-37.1483	269.8364	290 	  3.0	17 59 20.7	-37 08 54	beyond CD -36 12060 (magnitude 6.3)
-33.8967	269.9310	291 	  5.0	17 59 43.4	-33 53 48	Small, round, black; diam. 5'. CD -33 12697 (magnitude 8.3) is on the east
-33.8967	269.9310	291 	  5.0	17 59 43.4	-33 53 48	edge of this spot; a very faint star in the center. A dark lane 2' wide
-33.8967	269.9310	291 	  5.0	17 59 43.4	-33 53 48	runs southerly from the spot for a distance of 25' and ends in a dark
-33.8967	269.9310	291 	  5.0	17 59 43.4	-33 53 48	broken region. From the eastern side of the lane, 8' south of the star, a
-33.8967	269.9310	291 	  5.0	17 59 43.4	-33 53 48	similar dark lane runs easterly, then north, for 35', ending in the broken
-33.8967	269.9310	291 	  5.0	17 59 43.4	-33 53 48	region B 292.
-33.3441	270.1422	292 	 60.0	18 00 34.1	-33 20 39	Irregular, broken, dark region; diam. 1 degree
-35.3424	270.3028	293 	 18.0	18 01 12.7	-35 20 33	Dusky; curved; like an inverted U, 18' across; CD -35 21259 (magnitude
-35.3424	270.3028	293 	 18.0	18 01 12.7	-35 20 33	8.5) near the center
-28.6075	270.3763	294 	  3.0	18 01 30.3	-28 36 27	Definite; diam. 3'; star in SW part
-31.1665	271.0220	295 	 50.0	18 04 05.3	-31 10 00	Irregular, dark region, diam. 50'; full of rich, soft details of an
-31.1665	271.0220	295 	 50.0	18 04 05.3	-31 10 00	apparently nebulous character
-24.5326	271.0187	296 	  4.0	18 04 04.5	-24 31 57	Narrow; black; 6'x1'; on S edge of M 8
-18.7479	271.0872	297 	 75.0	18 04 20.9	-18 44 53	Region of irregular, dark markings, 2 degrees E of M 23; 1 1/2 degree E
-18.7479	271.0872	297 	 75.0	18 04 20.9	-18 44 53	and W and about 1 degree N and S
-30.0964	271.2961	298 	  4.0	18 05 11.1	-30 05 47	Small; diam. 4'; 5' SE of NGC 6528
-27.2926	271.5852	299 	     	18 06 20.4	-27 17 34	Several small spots in star cloud, each about 3' in diameter
-32.6578	271.7555	300 	     	18 07 01.3	-32 39 28	Broken dark region about 30' E of B 87
-18.7010	272.2116	301 	 30.0	18 08 50.8	-18 42 03	Dusky lane; 45' plus or minus long NE and SW; 2' wide
-23.9669	272.3063	302 	 30.0	18 09 13.5	-23 58 01	Dark spot; diam. about 1/2 degree; close N of CD -24 13962 (magnitude 7.8)
-23.9995	272.3692	303 	  1.0	18 09 28.6	-23 59 58	Very black; lune shaped, convex to E; diameter about 1'; 3' SE of CD -24
-23.9995	272.3692	303 	  1.0	18 09 28.6	-23 59 58	13962 (magnitude 7.8)
-18.7206	273.3368	304 	     	18 13 20.8	-18 43 14	Dusky lanes in star cloud extending toward the SW from B 92 for 1 1/2
-18.7206	273.3368	304 	     	18 13 20.8	-18 43 14	degrees
-31.8013	273.6574	305 	 13.0	18 14 37.8	-31 48 05	Dark; irregular; diam. 13'. Dark streamers radiate from this spot to the
-31.8013	273.6574	305 	 13.0	18 14 37.8	-31 48 05	north for more than 3/4 degree and broken ones for 1/2 degree toward the
-31.8013	273.6574	305 	 13.0	18 14 37.8	-31 48 05	southwest.
-25.7140	273.9360	306 	  4.0	18 15 44.6	-25 42 50	Small, narrow, black; 4' long NE and SW; CD -25 12920 (magnitude 8.2) 5'
-25.7140	273.9360	306 	  4.0	18 15 44.6	-25 42 50	SW of W end; similar to B 249
-17.9545	274.6597	307 	  6.0	18 18 38.3	-17 57 16	Narrow, dusky mark in star cloud; 6' long NE and SW
-22.2367	274.7852	308 	  6.0	18 19 08.5	-22 14 12	Curved; dusky; 7' E and W, 5' wide
-24.0247	275.7856	309 	  5.0	18 23 08.5	-24 01 29	Irregular; dusky; diam. 5'
-18.5862	277.5548	310 	  2.0	18 30 13.2	-18 35 10	Diam. 2'; small star near center; 20' SW of BD -18 4988 (magnitude 6.0)
-17.6687	277.6134	311 	  6.0	18 30 27.2	-17 40 07	Black; elliptical; diam. 6' NE and SW; in a semi-vacant strip 35' long
-15.5801	278.0441	312 	 75.0	18 32 10.6	-15 34 48	Large, dark area; 1 3/4 degree NW and SE, about 30' wide. This dark area
-15.5801	278.0441	312 	 75.0	18 32 10.6	-15 34 48	is almost elliptical in form. It is sharply defined on its north and
-15.5801	278.0441	312 	 75.0	18 32 10.6	-15 34 48	northwest sides, but is diffused to the south, and elsewhere. There is a
-15.5801	278.0441	312 	 75.0	18 32 10.6	-15 34 48	heavy sprinkling of small stars all over it.
-15.6854	278.9868	313 	 15.0	18 35 56.8	-15 41 07	Narrow; curved; 15' E and W
 -9.7149	279.2695	314 	 35.0	18 37 04.7	-09 42 53	Irregular, dusky marking; 35' long NE and SW
-20.0333	280.5770	315 	  5.0	18 42 18.5	-20 02 00	Round; dark; diam. 5'
 -2.1333	280.4605	316 	  6.0	18 41 50.5	-02 08 00	Dark; diam. 6'; sharp on its S end, gradually diffusing to the N into a
 -2.1333	280.4605	316 	  6.0	18 41 50.5	-02 08 00	wide open space
-14.2058	281.4416	317 	 20.0	18 45 46.0	-14 12 21	Dusky; 30' NE and SW, 5' wide
 -6.3935	282.4282	318 	 60.0	18 49 42.8	-06 23 37	Long, straight, dark line. This dusky line, just S of M 11, extends E and
 -6.3935	282.4282	318 	 60.0	18 49 42.8	-06 23 37	W for about 1 1/2 degrees. It is uniformly about 2' wide.
 -1.2697	282.9919	319 	  7.0	18 51 58.1	-01 16 11	Thin, curved, dark marking; length 7'; BD -1 3586 (magnitude 9.5) at the
 -1.2697	282.9919	319 	  7.0	18 51 58.1	-01 16 11	NE end
 -5.8510	283.1965	320 	 15.0	18 52 47.2	-05 51 04	Irregular; diam. 15' plus or minus; BD -6 4941 (magnitude 7.5) near
 -5.8510	283.1965	320 	 15.0	18 52 47.2	-05 51 04	center; at S end of the large crescent-shaped marking, B 111
-11.2977	283.5084	321 	 13.0	18 54 02.0	-11 17 52	Dusky; 15' long E and W, 7' wide; BD -11 4795 (magnitude 7.8) near W end
 -4.4587	283.9464	322 	  2.0	18 55 47.1	-04 27 31	Very small; black; diam. 2'; at NE end of the "crescent", B 111
 -3.4200	284.3923	323 	 17.0	18 57 34.2	-03 25 12	A dark parallelogram, 17' N and S; BD -3 4423 (magnitude 9.2) in W part
 -2.9979	284.8456	324 	 30.0	18 59 23.0	-02 59 53	Definite, dusky loop. The crooked dusky lane forming this marking is 2'-4'
 -2.9979	284.8456	324 	 30.0	18 59 23.0	-02 59 53	wide. The length of the E side is 35'. The conspicuous star in the NE part
 -2.9979	284.8456	324 	 30.0	18 59 23.0	-02 59 53	of the loop is BD -3 4439 (magnitude 7.4).
 -4.0632	284.9749	325 	 15.0	18 59 54.0	-04 03 47	Irregular; dusky; 15' NW and SE
 -0.3859	285.8565	326 	 20.0	19 03 25.6	-00 23 09	Narrow; 25' long E and W; 3' wide
 -5.1332	286.1123	327 	 25.0	19 04 27.0	-05 07 59	Curved, dusky lane; 30' N and S; 3' wide
 -4.2487	286.2060	328 	  4.0	19 04 49.5	-04 14 55	Small, black; diam. 4'; 13' S of BD -4 4684 (magnitude 5.7)
 +3.1915	286.7481	329 	  6.0	19 06 59.5	+03 11 29	Dusky spot in star cloud; diam. 6' plus or minus; BD +2 3789 (magnitude
 +3.1915	286.7481	329 	  6.0	19 06 59.5	+03 11 29	9.0) near E edge
 +7.5615	289.8900	330 	 30.0	19 19 33.6	+07 33 41	Dark; round; diam. 30'; BD +7 4028 (magnitude 7.8) on NE border
 +7.5801	291.5157	331 	 40.0	19 26 03.8	+07 34 48	Dusky, narrow lane 1 degree long NW and SE, 3' wide
 +8.7523	292.0025	332 	     	19 28 00.6	+08 45 08	Area of dark lanes. A black spot, connected with these lanes, is located
 +8.7523	292.0025	332 	     	19 28 00.6	+08 45 08	about 15' N of BD +8 4112 (magnitude 7.5)
+10.6717	292.2304	333 	 60.0	19 28 55.3	+10 40 18	Area of irregular dark lanes; diam. 1 degree plus or minus; these
+10.6717	292.2304	333 	 60.0	19 28 55.3	+10 40 18	irregular lanes have a uniform width of about 2' or 3'
+12.3225	293.7751	334 	  3.0	19 35 06.0	+12 19 21	Small, dark marking; diam. 3'
 +7.6105	294.2255	335 	  6.0	19 36 54.1	+07 36 38	Small; very black; diam. 6'; in a slightly larger dusky area; BD +7 4151
 +7.6105	294.2255	335 	  6.0	19 36 54.1	+07 36 38	(magnitude 7.8) near its SW edge
+12.3436	294.1711	336 	  2.0	19 36 41.1	+12 20 37	Dark; diam. 1'-2'; in a slightly larger vacant space; BD +11 3912
+12.3436	294.1711	336 	  2.0	19 36 41.1	+12 20 37	(magnitude 8.6) in SW part
+12.3945	294.2539	337 	  3.0	19 37 00.9	+12 23 40	Dark; diam. 3', with narrow extension for 17' to NW. This small spot, with
+12.3945	294.2539	337 	  3.0	19 37 00.9	+12 23 40	its narrow extension, is in a relatively darker space in the star cloud.
 +7.4609	295.7616	338 	  8.0	19 43 02.8	+07 27 39	Dusky; diam. 8'; just S of BD +7 4191 (magnitude 8.8); in S part of B 339
 +8.2970	296.0108	339 	 60.0	19 44 02.6	+08 17 49	Broken, dusky region covering more than 1 degree
+11.4100	297.1852	340 	  7.0	19 48 44.5	+11 24 36	Irregular, curved; diam. 7'; 25' S of BD +11 3994 (magnitude 5.8); a
+11.4100	297.1852	340 	  7.0	19 48 44.5	+11 24 36	narrow extension for 15' to the N
+34.2818	297.5053	341 	 30.0	19 50 01.3	+34 16 54	Narrow, dark lane, about 30' E and W. This is one of several similar dark
+34.2818	297.5053	341 	 30.0	19 50 01.3	+34 16 54	lines in this region. They are very clear cut and narrow, not more than
+34.2818	297.5053	341 	 30.0	19 50 01.3	+34 16 54	1.5' wide.
+41.2005	302.3782	342 	  4.0	20 09 30.8	+41 12 02	Small, dark marking; 4' E and W
+40.2771	303.3584	343 	 13.0	20 13 26.0	+40 16 38	Elongated; 13' long NW and SE; sharpest at SE end; several stars in S
+40.2771	303.3584	343 	 13.0	20 13 26.0	+40 16 38	part; 10' plus or minus E of BD +39 4082 (magnitude 7.5)
+40.2175	304.0509	344 	  7.0	20 16 12.2	+40 13 03	Dusky spot, 7' long; like an arrowhead, pointed SW; small star at NE end
+46.5634	305.2511	345 	 15.0	20 21 00.3	+46 33 48	Curved; convex to the E; 15' long; bordered by two parallel curves of
+46.5634	305.2511	345 	 15.0	20 21 00.3	+46 33 48	small stars
+43.7440	306.6919	346 	 10.0	20 26 46.1	+43 44 39	Curved, black spot; diam. 10'; embraces to the N a triangular mass of
+43.7440	306.6919	346 	 10.0	20 26 46.1	+43 44 39	small stars
+39.9145	307.1157	347 	  1.0	20 28 27.8	+39 54 52	Dark streak in nebulous cloud; less than 1' wide, extending 10' SW from BD
+39.9145	307.1157	347 	  1.0	20 28 27.8	+39 54 52	+39 4206 (magnitude 8.8)
+42.0957	308.6095	348 	 60.0	20 34 26.3	+42 05 45	Narrow, dusky; nearly 1 degree long NE and SW. The southwest end of this
+42.0957	308.6095	348 	 60.0	20 34 26.3	+42 05 45	dusky lane curves west and then north, curving around the star BD +41 3799
+42.0957	308.6095	348 	 60.0	20 34 26.3	+42 05 45	(magnitude 6.7).
+43.9594	311.8507	349 	  6.0	20 47 24.2	+43 57 34	Small, curved, dusky; diam. 6'. Elongated north and south, with dusky
+43.9594	311.8507	349 	  6.0	20 47 24.2	+43 57 34	extension running 15' NW. A short line of small stars close west.
+45.8801	312.2780	350 	  3.0	20 49 06.7	+45 52 48	Small, round, dusky; diam. 3'; 14' S of BD +45 3291 (magnitude 5.6)
+47.4044	313.1148	351 	 20.0	20 52 27.5	+47 24 16	Crooked, dusky lane, 3' wide, 25' long NE and SW; 1/2 degree W of BD +46
+47.4044	313.1148	351 	 20.0	20 52 27.5	+47 24 16	3111 (magnitude 6.0)
+45.8980	314.2948	352 	 22.0	20 57 10.7	+45 53 53	Large; black; diam. 22'; sharply defined on SE side; a row of five stars
+45.8980	314.2948	352 	 22.0	20 57 10.7	+45 53 53	runs nearly N and S across its E end
+45.4818	314.3443	353 	  9.0	20 57 22.6	+45 28 54	Definite; dusky; 12' N and S; 6' wide
+58.1515	314.5545	354 	 60.0	20 58 13.1	+58 09 05	Dusky; irregular; 1 degree NE and SW
+43.1865	314.9084	355 	  5.0	20 59 38.0	+43 11 11	Dark; definite; 5' E and W; like a letter V - the open end toward the E
+46.6875	314.9950	356 	 24.0	20 59 58.8	+46 41 15	Irregular; dusky; diam. 24; BD +46 3141 (magnitude 7.6) on SE border;
+46.6875	314.9950	356 	 24.0	20 59 58.8	+46 41 15	irregular extension for 1 1/2 degree toward the NE
+55.5714	314.9668	357 	 30.0	20 59 52.0	+55 34 17	Irregular; dusky; diam. 30; BD +55 2495 (magnitude 7.9) in NW edge; BD +54
+55.5714	314.9668	357 	 30.0	20 59 52.0	+55 34 17	2455 (magnitude 9.0) near center
+43.2827	316.4191	358 	 20.0	21 05 40.6	+43 16 58	Diam. 20'; diffuses to NE; a curve of stars along N edge; BD +42 3960
+43.2827	316.4191	358 	 20.0	21 05 40.6	+43 16 58	(magnitude 9.5) at W side
+57.1696	316.6956	359 	 20.0	21 06 46.9	+57 10 11	Narrow; dusky; 20' long NE and SW; BD +56 2527 (magnitude 8.7) about 7' W
+57.1696	316.6956	359 	 20.0	21 06 46.9	+57 10 11	of SW end
+56.5051	316.9674	360 	 54.0	21 07 52.2	+56 30 18	Irregular, dark marking. This, together with the dusky space in which B
+56.5051	316.9674	360 	 54.0	21 07 52.2	+56 30 18	151 is located, forms an irregular, zigzag marking 54' long.
+47.4310	318.1908	361 	 20.0	21 12 45.8	+47 25 52	Round; diam. 20'; irreg. extension to W for 1/2 degree, plus or minus
+50.2034	320.9906	362 	 15.0	21 23 57.7	+50 12 12	Elongated; 15' NE and SW; BD +49 3517 (magnitude 9.0) on NE edge
+48.9384	321.2243	363 	 40.0	21 24 53.8	+48 56 18	Irregular; dusky; 40' long NE and SW; BD +48 3390 (magnitude 5.5) 7' plus
+48.9384	321.2243	363 	 40.0	21 24 53.8	+48 56 18	or minus E of SE side
+54.5560	323.5185	364 	 75.0	21 34 04.5	+54 33 21	Region of many small dark lanes; diam. 1 1/4 degree
+56.7243	323.7228	365 	 22.0	21 34 53.5	+56 43 27	Dark S-shaped object; 22' long N and S; BD +55 2604 (magnitude 9.0) near
+56.7243	323.7228	365 	 22.0	21 34 53.5	+56 43 27	SW end
+59.5676	325.0894	366 	 10.0	21 40 21.5	+59 34 03	Roundish; dusky; diam. 10'; 12' S of BD +59 2409 (magnitude 6.9); two
+59.5676	325.0894	366 	 10.0	21 40 21.5	+59 34 03	small stars on N border
+57.1743	326.1022	367 	  5.0	21 44 24.5	+57 10 28	Small; dark; 5' NW and SE; about 5' NW of BD +56 2635 (magnitude 9.5)
+58.9853	327.7316	368 	 14.0	21 50 55.6	+58 59 07	Dusky spot, 14' long NE and SW; a row of small stars in it; about 4' SW of
+58.9853	327.7316	368 	 14.0	21 50 55.6	+58 59 07	BD +58 2340 (magnitude 9.0)
+56.0224	333.9772	369 	  5.0	22 15 54.5	+56 01 21	Round; dusky; diam. 5'; about 13' NE of BD +55 2709 (magnitude 7.8)
+56.6458	338.7114	370 	     	22 34 50.7	+56 38 45	Region of narrow dark lanes

