#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2014-04-03T13:10:04 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ533d5b416595	
#INFO	-out.max=unlimited	
#INFO	queryParameters=41	
#-oc.form=dec
#-out.max=unlimited
#-out.all=1
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-nav=cat:VII/196&tab:{VII/196/north}&tab:{VII/196/south}&key:source=VII/196/north&key:source=VII/196/south&HTTPPRM:&&-ref=VIZ533d5b416595&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-order=I&-oc.form=sexa&-meta.foot=1&-meta=1&-meta.ucd=2&-file=.&-meta=1&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-x.rs=10
#-source=VII/196/north,VII/196/south
#-order=I
#-out=recno
#-out=Shk
#-sort=Shk
#-out=m_Shk
#-out=Object
#-out=RAJ2000
#-out=DEJ2000
#-out=n_DEs
#-out=Star
#-out=Vmag
#-out=Rmag
#-out=RV
#-out.all=1
#-out=z
#-out=Note
#-out=Object
#-out=m_Object
#-out=RA2000
#-out=DE2000
#-out=a
#-out=e
#-out=PA
#-out=bjg
#-out=bjs
#-out=Area
#-out=Class
#-out=Notes
#-out.all=1
#
#INFO	CatalogsExamined=2	
#  2 catalogues with potential matches were examined.
#

#RESOURCE=yCat_7196
#Name: VII/196
#Title: Shakhbazian compact groups of galaxies (Stoll+ 1993-97)
#Table	VII_196_north:
#Name: VII/196/north
#Title: Northern part (from POSS)
#Column	_RAJ2000	(F8.4)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F8.4)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	recno	(I8)	Record number within the original table (starting from 1)	[ucd=meta.record]
#Column	Shk	(I3)	Group name (Shakhbazian+, Cat. <VII/89>) (1)	[ucd=meta.id.part;meta.main]
#Column	m_Shk	(A1)	[a] Group 340 divided in 2 parts	[ucd=meta.code.multip]
#Column	Object	(I2)	Object number within group	[ucd=meta.id.part;meta.main]
#Column	RAJ2000	(A10)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	n_DEs	(A1)	[?H] Origin of positions (2)	[ucd=meta.note]
#Column	Star	(A1)	[S] S: object probably a star	[ucd=src.class]
#Column	Vmag	(F5.2)	? V magnitude	[ucd=phot.mag;em.opt.V]
#Column	Rmag	(F5.2)	? R magnitude	[ucd=phot.mag;em.opt.R]
#Column	RV	(I5)	? Radial velocity [NULL integer written as an empty string]	[ucd=phys.veloc;pos.heliocentric]
#Column	z	(F7.4)	? Redshift (3)	[ucd=src.redshift]
#Column	Note	(a56)	Other name or remark	[ucd=meta.id]
#_RAJ2000|_DEJ2000|recno|Shk|m_Shk|Object|RAJ2000|DEJ2000|n_DEs|Star|Vmag|Rmag|RV|z|Note
#deg|deg| | | | |"h:m:s"|"d:m:s"| | |mag|mag|km/s| |
#--------|--------|--------|---|-|--|----------|---------|-|-|-----|-----|-----|-------|--------------------------------------------------------
226.4917|-12.4425|    5800|295|  | |15 05 58.0|-12 26 33| 0.0573| 0.13| 32|20.32|18.73|   29|S|
226.4917|-12.3558|    5801|295|  | |15 05 58.0|-12 21 21| 0.0716| 0.17| 14|19.39|17.21|   44|S|
226.4917|-12.4669|    5802|295|  | |15 05 58.0|-12 28 01| 0.0412| 0.05| 46|21.13|19.98|   17|S|
226.4946|-12.4650|    5803|295|  | |15 05 58.7|-12 27 54| 0.0537| 0.09| 99|20.43|18.90|   27|S|
226.4963|-12.3394|    5804|295|  | |15 05 59.1|-12 20 22| 0.0770| 0.33|108|20.47|19.02|   37|G|
226.4963|-12.3567|    5805|295|  | |15 05 59.1|-12 21 24| 0.0483| 0.22| 34|20.96|19.73|   19|S|
226.5000|-12.3786|    5806|295|  | |15 06 00.0|-12 22 43| 0.0483| 0.25| 36|21.03|19.83|   18|S|
226.5012|-12.4006|    5807|295|  | |15 06 00.3|-12 24 02| 0.0376| 0.30| 16|21.99|21.39|   11|S|
226.5012|-12.4228|    5808|295|  | |15 06 00.3|-12 25 22| 0.0770| 0.08| 13|19.01|16.57|   56|S|
226.5025|-12.4058|    5809|295|  | |15 06 00.6|-12 24 21| 0.0806| 0.13| 41|19.06|16.66|   57|S|
226.5025|-12.3700|    5810|295|  | |15 06 00.6|-12 22 12| 0.0537| 0.06|147|20.42|18.89|   27|S|
226.5033|-12.3675|    5811|295|  | |15 06 00.8|-12 22 03| 0.0448| 0.00|   |20.97|19.78|   21|S|
226.5033|-12.4389|    5812|295|  | |15 06 00.8|-12 26 20| 0.0591| 0.53| 50|21.93|21.35|   16|G|
226.5046|-12.4658|    5813|295|  | |15 06 01.1|-12 27 57| 0.0448| 0.39| 91|21.94|21.32|   13|S|
226.5062|-12.4897|    5814|295|  | |15 06 01.5|-12 29 23| 0.0680| 0.17|108|20.21|18.59|   37|G|
226.5067|-12.4450|    5815|295|  | |15 06 01.6|-12 26 42| 0.0537| 0.50|177|21.88|21.25|   15|S|
226.5067|-12.4156|    5816|295|  | |15 06 01.6|-12 24 56| 0.0430| 0.25| 82|21.50|20.60|   15|S|
226.5067|-12.3947|    5817|295|  | |15 06 01.6|-12 23 41| 0.1128| 0.39| 43|18.95|16.47|   74|G|
226.5079|-12.4822|    5818|295|  | |15 06 01.9|-12 28 56| 0.1128| 0.11|153|18.70|15.97|  113|G|
226.5100|-12.3789|    5819|295|  | |15 06 02.4|-12 22 44| 0.0573| 0.06| 32|21.10|20.09|   31|G|
226.5121|-12.3942|    5820|295|  | |15 06 02.9|-12 23 39| 0.0430| 0.14| 76|21.57|20.74|   16|S|
226.5121|-12.3839|    5821|295|  | |15 06 02.9|-12 23 02| 0.0483| 0.11| 46|20.95|19.74|   22|S|
226.5125|-12.3569|    5822|295|  | |15 06 03.0|-12 21 25| 0.0645| 0.58|161|21.45|20.55|   18|S|
226.5125|-12.3333|    5823|295|  | |15 06 03.0|-12 20 00| 0.0841| 0.14|  5|18.95|16.47|   61|S|
226.5129|-12.4372|    5824|295|  | |15 06 03.1|-12 26 14| 0.0734| 0.09| 94|19.38|17.21|   49|S|
226.5133|-12.3639|    5825|295|  | |15 06 03.2|-12 21 50| 0.0698| 0.02|136|19.33|17.10|   48|S|
226.5142|-12.4400|    5826|295|  | |15 06 03.4|-12 26 24| 0.0555| 0.28|  3|20.89|19.66|   23|S|
226.5142|-12.3875|    5827|295|  | |15 06 03.4|-12 23 15| 0.0645| 0.09|136|19.77|17.84|   39|S|
226.5179|-12.4572|    5828|295|  | |15 06 04.3|-12 27 26| 0.0555| 0.30|147|20.96|19.78|   23|S|
226.5187|-12.3294|    5829|295|  | |15 06 04.5|-12 19 46| 0.0806| 0.14| 17|19.09|16.71|   56|S|
226.5187|-12.3858|    5830|295|  | |15 06 04.5|-12 23 09| 0.0645| 0.13| 33|19.84|17.94|   36|S|
226.5187|-12.3986|    5831|295|  | |15 06 04.5|-12 23 55| 0.0466| 0.09|154|20.88|19.61|   20|S|
226.5204|-12.3936|    5832|295|  | |15 06 04.9|-12 23 37| 0.0841| 0.16| 24|19.00|16.55|   60|S|
226.5208|-12.4361|    5833|295|  | |15 06 05.0|-12 26 10| 0.0573| 0.34| 34|20.91|19.69|   23|S|
226.5208|-12.4783|    5834|295|  | |15 06 05.0|-12 28 42| 0.0483| 0.11| 46|20.97|19.79|   22|S|
226.5221|-12.4208|    5835|295|  | |15 06 05.3|-12 25 15| 0.0358| 0.28|  1|22.15|21.65|   10|S|
226.5229|-12.3464|    5836|295|  | |15 06 05.5|-12 20 47| 0.0376| 0.30| 76|22.04|21.47|   11|S|
226.5233|-12.4411|    5837|295|  | |15 06 05.6|-12 26 28| 0.0448| 0.50| 42|22.12|21.59|   11|S|
226.5242|-12.4903|    5838|295|  | |15 06 05.8|-12 29 25| 0.0770| 0.24| 50|19.59|17.57|   45|S|
226.5242|-12.4853|    5839|295|  | |15 06 05.8|-12 29 07| 0.0466| 0.31| 19|21.54|20.69|   16|S|
226.5258|-12.4681|    5840|295|  | |15 06 06.2|-12 28 05| 0.0501| 0.23|134|21.09|19.97|   20|S|
226.5258|-12.4292|    5841|295|  | |15 06 06.2|-12 25 45| 0.0627| 0.02|102|19.81|17.91|   39|S|
226.5271|-12.3833|    5842|295|  | |15 06 06.5|-12 23 00| 0.0770| 0.34| 25|20.14|18.47|   37|S|
226.5283|-12.4458|    5843|295|  | |15 06 06.8|-12 26 45| 0.0448| 0.20|153|21.58|20.75|   16|S|
226.5300|-12.4881|    5844|295|  | |15 06 07.2|-12 29 17| 0.0859| 0.11|102|19.00|16.57|   65|S|
226.5308|-12.4833|    5845|295|  | |15 06 07.4|-12 29 00| 0.0537| 0.44| 25|21.30|20.29|   17|S|
226.5308|-12.3744|    5846|295|  | |15 06 07.4|-12 22 28| 0.0824| 0.31| 57|19.83|17.96|   46|G|
226.5312|-12.4547|    5847|295|  | |15 06 07.5|-12 27 17| 0.0680| 0.24|  3|19.82|17.91|   36|S|
226.5317|-12.3994|    5848|295|  | |15 06 07.6|-12 23 58| 0.0662| 0.31|158|20.67|19.33|   29|G|
226.5333|-12.4436|    5849|295|  | |15 06 08.0|-12 26 37| 0.0555| 0.06| 46|20.40|18.87|   29|S|
226.5337|-12.4344|    5850|295|  | |15 06 08.1|-12 26 04| 0.0662| 0.11|148|19.62|17.58|   41|S|
226.5358|-12.4022|    5851|295|  | |15 06 08.6|-12 24 08| 0.1021| 0.42|170|19.62|17.62|   59|G|
226.5358|-12.3917|    5852|295|  | |15 06 08.6|-12 23 30| 0.0483| 0.11|136|21.21|20.19|   22|G|
226.5375|-12.4108|    5853|295|  | |15 06 09.0|-12 24 39| 0.0501| 0.28| 35|21.14|20.03|   19|S|
226.5387|-12.3411|    5854|295|  | |15 06 09.3|-12 20 28| 0.0841| 0.20| 31|19.07|16.67|   56|S|
226.5396|-12.4769|    5855|295|  | |15 06 09.5|-12 28 37| 0.0859| 0.16|169|19.42|17.29|   63|G|
226.5396|-12.3592|    5856|295|  | |15 06 09.5|-12 21 33| 0.0591| 0.06| 20|20.07|18.34|   34|S|
226.5396|-12.4386|    5857|295|  | |15 06 09.5|-12 26 19| 0.1271| 0.36| 91|18.24|15.18|  103|S|
226.5417|-12.3331|    5858|295|  | |15 06 10.0|-12 19 59| 0.0340| 0.22|  1|22.08|21.51|   10|S|
226.5425|-12.3611|    5859|295|  | |15 06 10.2|-12 21 40| 0.0519| 0.06|165|20.40|18.85|   26|S|
226.5425|-12.3522|    5860|295|  | |15 06 10.2|-12 21 08| 0.0967| 0.16|  0|18.59|15.83|   78|S|
226.5429|-12.4322|    5861|295|  | |15 06 10.3|-12 25 56| 0.0466| 0.44|124|22.12|21.61|   12|S|
226.5433|-12.3467|    5862|295|  | |15 06 10.4|-12 20 48| 0.0662| 0.20| 11|19.95|18.13|   36|S|
226.5450|-12.3783|    5863|295|  | |15 06 10.8|-12 22 42| 0.0931| 0.09|  2|18.59|15.83|   78|S|
226.5454|-12.4919|    5864|295|  | |15 06 10.9|-12 29 31| 0.0680| 0.06| 52|19.61|17.60|   44|S|
226.5458|-12.3497|    5865|295|  | |15 06 11.0|-12 20 59| 0.0376| 0.16|136|21.92|21.29|   13|S|
226.5462|-12.4233|    5866|295|  | |15 06 11.1|-12 25 24| 0.0537| 0.05| 25|20.74|19.43|   27|G|
226.5462|-12.3367|    5867|295|  | |15 06 11.1|-12 20 12| 0.1200| 0.20| 20|18.27|15.22|  109|S|
226.5471|-12.3522|    5868|295|  | |15 06 11.3|-12 21 08| 0.0537| 0.31|112|21.67|20.94|   18|G|
226.5479|-12.4028|    5869|295|  | |15 06 11.5|-12 24 10| 0.0609| 0.09|179|19.93|18.10|   34|S|
226.5512|-12.4364|    5870|295|  | |15 06 12.3|-12 26 11| 0.1558| 0.17|177|17.79|14.41|  175|S|
226.5517|-12.4064|    5871|295|  | |15 06 12.4|-12 24 23| 0.0573| 0.48| 48|21.78|21.11|   17|G|
226.5525|-12.4011|    5872|295|  | |15 06 12.6|-12 24 04| 0.0430| 0.25|172|21.61|20.79|   15|S|
226.5525|-12.3983|    5873|295|  | |15 06 12.6|-12 23 54| 0.0555| 0.08|152|20.45|18.95|   29|S|
226.5529|-12.3606|    5874|295|  | |15 06 12.7|-12 21 38| 0.0519| 0.06| 76|20.78|19.49|   25|S|
226.5546|-12.4761|    5875|295|  | |15 06 13.1|-12 28 34| 0.0609| 0.19|  4|20.20|18.54|   30|S|
226.5546|-12.4569|    5876|295|  | |15 06 13.1|-12 27 25| 0.0430| 0.16|  1|21.75|21.03|   15|S|
226.5554|-12.3897|    5877|295|  | |15 06 13.3|-12 23 23| 0.1593| 0.16|178|17.67|14.19|  181|S|
226.5558|-12.3933|    5878|295|  | |15 06 13.4|-12 23 36| 0.0430| 0.23| 33|21.66|20.86|   14|S|
226.5562|-12.3286|    5879|295|  | |15 06 13.5|-12 19 43| 0.0680| 0.06|169|19.52|17.41|   44|S|
226.5575|-12.4550|    5880|295|  | |15 06 13.8|-12 27 18| 0.0466| 0.02|136|21.66|20.96|   21|G|
226.5575|-12.4625|    5881|295|  | |15 06 13.8|-12 27 45| 0.3366| 0.14| 89|16.30|11.87|  663|S|
226.5579|-12.4336|    5882|295|  | |15 06 13.9|-12 26 01| 0.0448| 0.30| 55|21.73|20.98|   14|S|
226.5583|-12.4586|    5883|295|  | |15 06 14.0|-12 27 31| 0.0573| 0.11|136|20.34|18.77|   30|S|
226.5642|-12.4625|    5884|295|  | |15 06 15.4|-12 27 45| 0.1200| 0.56|  4|20.29|18.78|   54|G|
325.1792|-14.2806|    5885|296| 1| |21 40 43.0|-14 16 50| 0.1289| 0.34|144|18.22|15.53|  106|G|
325.1700|-14.2756|    5886|296| 2| |21 40 40.8|-14 16 32| 0.1468| 0.23| 35|17.81|14.84|  155|G|
325.2137|-14.3089|    5887|296| 3| |21 40 51.3|-14 18 32| 0.0645| 0.23| 27|19.67|18.16|   32|S|
325.1987|-14.3031|    5888|296| 4| |21 40 47.7|-14 18 11| 0.1397| 0.22| 55|17.86|14.93|  149|G|
325.1750|-14.3014|    5889|296| 5| |21 40 42.0|-14 18 05| 0.0967| 0.22| 47|18.75|16.46|   72|G|
325.2004|-14.2778|    5890|296| 6| |21 40 48.1|-14 16 40| 0.0680| 0.24| 13|19.54|17.92|   36|S|
325.1833|-14.2872|    5891|296| 7| |21 40 44.0|-14 17 14| 0.1164| 0.05|  4|18.52|16.07|  110|G|
325.1812|-14.2825|    5892|296| 8| |21 40 43.5|-14 16 57| 0.0841| 0.11|120|18.98|16.88|   61|G|
325.1842|-14.2989|    5893|296| 9| |21 40 44.2|-14 17 56| 0.1074| 0.45|172|19.08|17.06|   64|G|
325.2046|-14.3003|    5894|296|10| |21 40 49.1|-14 18 01| 0.0662| 0.38| 13|20.08|18.91|   27|S|
325.1871|-14.2942|    5895|296|11| |21 40 44.9|-14 17 39| 0.0841| 0.31| 37|19.36|17.58|   48|G|
325.1679|-14.2769|    5896|296|12| |21 40 40.3|-14 16 37| 0.0573| 0.09| 25|19.79|18.39|   31|S|
325.1846|-14.2961|    5897|296|13| |21 40 44.3|-14 17 46| 0.0716| 0.17| 10|19.62|18.05|   42|G|
325.1850|-14.3011|    5898|296|14| |21 40 44.4|-14 18 04| 0.0591| 0.22| 21|19.77|18.35|   28|S|
325.1825|-14.3017|    5899|296|15| |21 40 43.8|-14 18 06| 0.0573| 0.23| 27|20.05|18.86|   25|S|
325.1758|-14.2708|    5900|296|16| |21 40 42.2|-14 16 15| 0.0770| 0.34| 50|20.05|18.84|   33|G|
325.1546|-14.3306|    5901|296| A| |21 40 37.1|-14 19 50| 0.1916| 0.64|138|18.27|15.64|  128|G|
325.1721|-14.2444|    5902|296| B| |21 40 41.3|-14 14 40| 0.0859| 0.28|179|18.94|16.82|   52|S|
325.2317|-14.2414|    5903|296| C| |21 40 55.6|-14 14 29| 0.1522| 0.09|  2|17.24|13.86|  179|S|
325.2379|-14.2969|    5904|296| D| |21 40 57.1|-14 17 49| 0.0734| 0.25| 22|19.27|17.42|   40|S|
325.1187|-14.3364|    5905|296|  | |21 40 28.5|-14 20 11| 0.0466| 0.14| 45|20.94|20.46|   19|S|
325.1200|-14.2225|    5906|296|  | |21 40 28.8|-14 13 21| 0.0680| 0.33| 41|19.63|18.12|   32|S|
325.1208|-14.2811|    5907|296|  | |21 40 29.0|-14 16 52| 0.0519| 0.39| 16|21.10|20.77|   17|S|
325.1212|-14.2233|    5908|296|  | |21 40 29.1|-14 13 24| 0.0662| 0.22|  8|19.51|17.89|   34|S|
325.1221|-14.2919|    5909|296|  | |21 40 29.3|-14 17 31| 0.2166| 0.19|121|16.44|12.38|  328|S|
325.1225|-14.3275|    5910|296|  | |21 40 29.4|-14 19 39| 0.0430| 0.41|  9|21.45|21.36|   12|S|
325.1229|-14.2725|    5911|296|  | |21 40 29.5|-14 16 21| 0.0340| 0.28| 20|21.80|21.95|    9|F|
325.1233|-14.2586|    5912|296|  | |21 40 29.6|-14 15 31| 0.0645| 0.23| 28|19.42|17.72|   34|S|
325.1246|-14.3019|    5913|296|  | |21 40 29.9|-14 18 07| 0.0448| 0.24| 15|20.82|20.26|   17|S|
325.1246|-14.2072|    5914|296|  | |21 40 29.9|-14 12 26| 0.0340| 0.22|  0|21.96|22.28|   10|F|
325.1250|-14.2444|    5915|296|  | |21 40 30.0|-14 14 40| 0.0448| 0.24| 15|20.53|19.76|   17|S|
325.1250|-14.3139|    5916|296|  | |21 40 30.0|-14 18 50| 0.0645| 0.33|  9|20.09|18.93|   28|S|
325.1254|-14.2575|    5917|296|  | |21 40 30.1|-14 15 27| 0.0501| 0.23| 47|20.71|20.08|   20|S|
325.1271|-14.3206|    5918|296|  | |21 40 30.5|-14 19 14| 0.0859| 0.13| 11|18.73|16.45|   63|G|
325.1283|-14.3314|    5919|296|  | |21 40 30.8|-14 19 53| 0.0483| 0.53| 18|21.28|21.05|   12|S|
325.1287|-14.2450|    5920|296|  | |21 40 30.9|-14 14 42| 0.0537| 0.09|  8|19.92|18.64|   27|S|
325.1300|-14.3267|    5921|296|  | |21 40 31.2|-14 19 36| 0.0555| 0.38| 12|20.50|19.67|   20|S|
325.1304|-14.2731|    5922|296|  | |21 40 31.3|-14 16 23| 0.0466| 0.41| 22|21.64|21.72|   13|F|
325.1312|-14.2472|    5923|296|  | |21 40 31.5|-14 14 50| 0.0519| 0.23| 86|20.71|20.08|   21|S|
325.1317|-14.2400|    5924|296|  | |21 40 31.6|-14 14 24| 0.0519| 0.14| 16|20.30|19.33|   23|S|
325.1317|-14.2414|    5925|296|  | |21 40 31.6|-14 14 29| 0.0394| 0.28|  0|21.29|21.07|   12|S|
325.1333|-14.3061|    5926|296|  | |21 40 32.0|-14 18 22| 0.0501| 0.17|  0|20.34|19.40|   22|S|
325.1337|-14.3283|    5927|296|  | |21 40 32.1|-14 19 42| 0.0376| 0.30| 15|21.48|21.41|   11|S|
325.1346|-14.2589|    5928|296|  | |21 40 32.3|-14 15 32| 0.0555| 0.36|137|20.87|20.37|   20|G|
325.1350|-14.2247|    5929|296|  | |21 40 32.4|-14 13 29| 0.1468| 0.58|170|18.70|16.37|   91|G|
325.1362|-14.2114|    5930|296|  | |21 40 32.7|-14 12 41| 0.0698| 0.13|  7|19.02|16.97|   44|S|
325.1367|-14.3183|    5931|296|  | |21 40 32.8|-14 19 06| 0.1128| 0.44| 20|18.47|15.98|   69|S|
325.1371|-14.3406|    5932|296|  | |21 40 32.9|-14 20 26| 0.0466| 0.33|118|21.56|21.58|   15|F|
325.1375|-14.3372|    5933|296|  | |21 40 33.0|-14 20 14| 0.0466| 0.45| 53|21.71|21.85|   13|F|
325.1379|-14.3722|    5934|296|  | |21 40 33.1|-14 22 20| 0.0340| 0.22|  0|21.71|21.81|   10|F|
325.1379|-14.2461|    5935|296|  | |21 40 33.1|-14 14 46| 0.0483| 0.22|161|20.83|20.30|   18|S|
325.1387|-14.3128|    5936|296|  | |21 40 33.3|-14 18 46| 0.0430| 0.25|  9|21.00|20.59|   15|S|
325.1392|-14.2658|    5937|296|  | |21 40 33.4|-14 15 57| 0.0412| 0.25|142|21.40|21.31|   13|S|
325.1392|-14.2686|    5938|296|  | |21 40 33.4|-14 16 07| 0.0358| 0.25| 27|21.96|22.28|   10|F|
325.1396|-14.3264|    5939|296|  | |21 40 33.5|-14 19 35| 0.0573| 0.25| 25|20.10|18.95|   25|S|
325.1408|-14.2092|    5940|296|  | |21 40 33.8|-14 12 33| 0.0627| 0.20|174|19.76|18.34|   31|S|
325.1412|-14.3633|    5941|296|  | |21 40 33.9|-14 21 48| 0.0752| 0.34| 84|20.06|18.86|   36|G|
325.1425|-14.3653|    5942|296|  | |21 40 34.2|-14 21 55| 0.0573| 0.30| 21|20.69|20.01|   22|S|
325.1425|-14.2686|    5943|296|  | |21 40 34.2|-14 16 07| 0.0752| 0.17|  7|18.98|16.91|   47|S|
325.1429|-14.3175|    5944|296|  | |21 40 34.3|-14 19 03| 0.0466| 0.22|  0|20.86|20.33|   18|S|
325.1429|-14.2486|    5945|296|  | |21 40 34.3|-14 14 55| 0.0555| 0.59|161|21.59|21.65|   13|F|
325.1442|-14.2833|    5946|296|  | |21 40 34.6|-14 17 00| 0.0537| 0.14| 11|20.06|18.89|   25|S|
325.1454|-14.2617|    5947|296|  | |21 40 34.9|-14 15 42| 0.0340| 0.33|173|21.99|22.28|    8|F|
325.1458|-14.3303|    5948|296|  | |21 40 35.0|-14 19 49| 0.0340| 0.28| 20|21.97|22.26|    9|F|
325.1462|-14.2481|    5949|296|  | |21 40 35.1|-14 14 53| 0.0519| 0.38|166|20.96|20.53|   17|S|
325.1462|-14.3022|    5950|296|  | |21 40 35.1|-14 18 08| 0.0466| 0.47|175|21.70|21.83|   12|F|
325.1475|-14.2147|    5951|296|  | |21 40 35.4|-14 12 53| 0.2202| 0.14|  0|16.59|12.65|  318|S|
325.1479|-14.2411|    5952|296|  | |21 40 35.5|-14 14 28| 0.0358| 0.28|  0|21.84|22.04|   10|F|
325.1492|-14.3628|    5953|296|  | |21 40 35.8|-14 21 46| 0.0645| 0.53| 95|21.64|21.72|   15|F|
325.1521|-14.2506|    5954|296|  | |21 40 36.5|-14 15 02| 0.0501| 0.28| 27|20.47|19.65|   19|S|
325.1529|-14.3189|    5955|296|  | |21 40 36.7|-14 19 08| 0.0394| 0.20| 11|21.57|21.59|   13|F|
325.1537|-14.2286|    5956|296|  | |21 40 36.9|-14 13 43| 0.0340| 0.05| 45|21.93|22.22|   11|F|
325.1546|-14.3128|    5957|296|  | |21 40 37.1|-14 18 46| 0.0376| 0.30| 15|21.48|21.40|   11|S|
325.1546|-14.2853|    5958|296|  | |21 40 37.1|-14 17 07| 0.0662| 0.16| 30|19.36|17.62|   37|S|
325.1583|-14.2375|    5959|296|  | |21 40 38.0|-14 14 15| 0.0358| 0.28|  0|21.91|22.17|   10|F|
325.1583|-14.3472|    5960|296|  | |21 40 38.0|-14 20 50| 0.0483| 0.11|166|20.35|19.40|   21|S|
325.1587|-14.3536|    5961|296|  | |21 40 38.1|-14 21 13| 0.0877| 0.13|  1|18.49|16.01|   66|S|
325.1592|-14.3658|    5962|296|  | |21 40 38.2|-14 21 57| 0.0913| 0.16| 16|18.51|16.05|   71|S|
325.1604|-14.2311|    5963|296|  | |21 40 38.5|-14 13 52| 0.0734| 0.05|  3|19.32|17.51|   51|G|
325.1612|-14.2147|    5964|296|  | |21 40 38.7|-14 12 53| 0.0591| 0.47| 18|20.76|20.15|   20|S|
325.1621|-14.3706|    5965|296|  | |21 40 38.9|-14 22 14| 0.0752| 0.39| 68|20.37|19.42|   34|G|
325.1625|-14.2589|    5966|296|  | |21 40 39.0|-14 15 32| 0.0376| 0.39|174|22.00|22.30|    9|F|
325.1625|-14.3492|    5967|296|  | |21 40 39.0|-14 20 57| 0.0448| 0.20| 28|21.15|20.84|   16|S|
325.1642|-14.2964|    5968|296|  | |21 40 39.4|-14 17 47| 0.0645| 0.16| 19|19.38|17.63|   36|S|
325.1679|-14.3672|    5969|296|  | |21 40 40.3|-14 22 02| 0.0985| 0.19| 15|18.25|15.58|   78|S|
325.1683|-14.3531|    5970|296|  | |21 40 40.4|-14 21 11| 0.0448| 0.14|121|20.81|20.24|   18|S|
325.1683|-14.3631|    5971|296|  | |21 40 40.4|-14 21 47| 0.0466| 0.16|154|21.00|20.57|   18|S|
325.1687|-14.2406|    5972|296|  | |21 40 40.5|-14 14 26| 0.0448| 0.24|  1|20.93|20.46|   16|S|
325.1704|-14.3036|    5973|296|  | |21 40 40.9|-14 18 13| 0.0788| 0.58|169|20.44|19.56|   27|G|
325.1708|-14.2781|    5974|296|  | |21 40 41.0|-14 16 41| 0.0985| 0.52|159|19.81|18.39|   45|G|
325.1708|-14.3228|    5975|296|  | |21 40 41.0|-14 19 22| 0.0770| 0.44| 55|20.08|18.89|   33|G|
325.1708|-14.3178|    5976|296|  | |21 40 41.0|-14 19 04| 0.0877| 0.13| 10|19.02|16.95|   66|G|
325.1712|-14.2892|    5977|296|  | |21 40 41.1|-14 17 21| 0.0466| 0.16| 45|20.59|19.85|   19|S|
325.1721|-14.3261|    5978|296|  | |21 40 41.3|-14 19 34| 0.0394| 0.20| 11|21.39|21.27|   13|S|
325.1721|-14.2172|    5979|296|  | |21 40 41.3|-14 13 02| 0.0340| 0.00|   |21.56|21.58|   12|F|
325.1742|-14.3544|    5980|296|  | |21 40 41.8|-14 21 16| 0.0680| 0.27| 31|19.53|17.90|   35|S|
325.1746|-14.3044|    5981|296|  | |21 40 41.9|-14 18 16| 0.0430| 0.41|170|21.93|22.22|   11|F|
325.1750|-14.2506|    5982|296|  | |21 40 42.0|-14 15 02| 0.0770| 0.25| 43|19.22|17.33|   45|G|
325.1779|-14.2711|    5983|296|  | |21 40 42.7|-14 16 16| 0.0483| 0.49| 11|21.55|21.56|   13|F|
325.1783|-14.2381|    5984|296|  | |21 40 42.8|-14 14 17| 0.0680| 0.16|129|19.82|18.43|   39|G|
325.1808|-14.2219|    5985|296|  | |21 40 43.4|-14 13 19| 0.1074| 0.45| 98|19.13|17.15|   63|G|
325.1821|-14.3206|    5986|296|  | |21 40 43.7|-14 19 14| 0.0806| 0.30|104|19.52|17.89|   38|S|
325.1825|-14.2386|    5987|296|  | |21 40 43.8|-14 14 19| 0.0286| 0.00|   |21.83|21.99|    9|F|
325.1825|-14.2928|    5988|296|  | |21 40 43.8|-14 17 34| 0.0412| 0.27| 11|21.25|21.02|   13|S|
325.1837|-14.3606|    5989|296|  | |21 40 44.1|-14 21 38| 0.0573| 0.31| 27|20.37|19.43|   24|S|
325.1858|-14.3706|    5990|296|  | |21 40 44.6|-14 22 14| 0.0430| 0.34| 39|21.38|21.25|   13|S|
325.1871|-14.3422|    5991|296|  | |21 40 44.9|-14 20 32| 0.0627| 0.41| 11|20.39|19.47|   23|S|
325.1879|-14.2614|    5992|296|  | |21 40 45.1|-14 15 41| 0.0627| 0.16| 28|19.95|18.68|   33|G|
325.1883|-14.3717|    5993|296|  | |21 40 45.2|-14 22 18| 0.0340| 0.22|  0|21.43|21.31|   10|S|
325.1904|-14.3697|    5994|296|  | |21 40 45.7|-14 22 11| 0.0376| 0.39| 30|21.92|22.17|    9|F|
